"Question ID","Question","Location","Status","Original URL","Issue or screenshot request","Required action"
"Q-430","Can I change a warehouse location after transactions exist?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407492_WERP_Q-430.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-444","Why are Previous and Next disabled?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407493_WERP_Q-444.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-450","Why does a warehouse address look incomplete?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407494_WERP_Q-450.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-453","Which warehouse actions require special care?","Warehouse Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407521_WERP_Q-453.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-456","How do I open System Configuration?","System Configuration","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407522_WERP_Q-456.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-461","What information appears in the Authorized Store List?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407523_WERP_Q-461.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-471","What is Current Plan?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407524_WERP_Q-471.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-476","What is Auto Order Accept?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407525_WERP_Q-476.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-480","What does Auto Process Days mean?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407526_WERP_Q-480.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-484","What does Add Store do?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407527_WERP_Q-484.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-491","What does the platform filter do in Store Authorization?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407528_WERP_Q-491.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-492","What does the authorization-status filter do?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407529_WERP_Q-492.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-493","How do I find a store?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407530_WERP_Q-493.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-495","What do Export and Print do in Store Authorization?","System Configuration > Store Authorization","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407531_WERP_Q-495.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-500","What is a Sub Account?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407532_WERP_Q-500.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-502","What information appears in the Sub Account table?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407533_WERP_Q-502.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-504","Where can a Sub Account profile image be added?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407534_WERP_Q-504.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-506","What is the Role column?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407535_WERP_Q-506.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-508","What does Add Account do?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407536_WERP_Q-508.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-509","What should I check before adding a Sub Account?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407537_WERP_Q-509.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-514","What does Actions do for a Sub Account?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407538_WERP_Q-514.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-522","How does pagination work?","System Configuration > Account Management > Sub Account","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407539_WERP_Q-522.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-526","Why use roles instead of assigning permissions separately?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407540_WERP_Q-526.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-527","What information appears in the Roles List?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407562_WERP_Q-527.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-534","What does Add Role do?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407563_WERP_Q-534.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-540","What does Actions do for a role?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407564_WERP_Q-540.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-541","What happens when I edit a linked role?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407565_WERP_Q-541.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-545","How do I search for a role?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407566_WERP_Q-545.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-546","How does role pagination work?","System Configuration > Account Management > Role Management","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407567_WERP_Q-546.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-551","How do I open the Upgrade Plan page?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407568_WERP_Q-551.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-554","Does viewing the pricing page change the subscription?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407569_WERP_Q-554.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-557","Which platforms are supported on this page?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407570_WERP_Q-557.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-559","Why are store checkboxes disabled?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407571_WERP_Q-559.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-574","Why is the Choose Plan button disabled?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407572_WERP_Q-574.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-575","What does the Country selector do?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407573_WERP_Q-575.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-579","What does the Currency selector do?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407574_WERP_Q-579.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-583","Should country and currency match?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407575_WERP_Q-583.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-585","Which plans are available?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407576_WERP_Q-585.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-586","What is the Basic plan?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407577_WERP_Q-586.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-587","What is the Standard plan?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407578_WERP_Q-587.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-588","What is the Pro plan?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407579_WERP_Q-588.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-589","What is the Ultimate plan?","Pricing > Purchase subscription","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407580_WERP_Q-589.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-780","What does Confirm Received do?","Top-right account menu > My gift","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-799","How do I contact support from Warehouse ERP?","Contact","IMAGE CHECK NEEDED","https://printernoble.com/chatbot/uploads/1788779059_b4a0f57ed1f63e16e69585a085b6aae6.png","","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-801","I cannot log in. What should I check first?","Log In","IMAGE CHECK NEEDED; IMAGE LINE CLEANUP","https://printernoble.com/chatbot/uploads/1788779147_5c864af3-24c6-43a5-abde-81c19bb1e771.png","Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-801","I cannot log in. What should I check first?","Log In","IMAGE CHECK NEEDED; IMAGE LINE CLEANUP","https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-819","How do I create a Manual Order without booking a courier?","Order Management > Manual Order","IMAGE NEEDED","","Add Manual Order form showing Create Without Courier and its confirmation, with test or masked customer details.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-820","How do I submit a Manual Order to EasyParcel?","Order Management > Manual Order","IMAGE NEEDED","","Courier Rates selection and Confirm courier booking? dialog showing the stock and wallet summary.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-824","Where are PWB again and Open Waybill in Manual Order?","Order Management > Manual Order","IMAGE CHECK NEEDED; IMAGE LINE CLEANUP","https://printernoble.com/chatbot/uploads/1788779196_3fc4c443-5112-47a3-86ec-3071014d6330.png","Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png | Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788779196_3fc4c443-5112-47a3-86ec-3071014d6330.png","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-824","Where are PWB again and Open Waybill in Manual Order?","Order Management > Manual Order","IMAGE CHECK NEEDED; IMAGE LINE CLEANUP","https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png | Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788779196_3fc4c443-5112-47a3-86ec-3071014d6330.png","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-826","Where is Refresh in Manual Order, and what does it do?","Order Management > Manual Order","IMAGE CHECK NEEDED; IMAGE LINE CLEANUP","https://printernoble.com/chatbot/uploads/1788779249_0d4998b1-b6d3-43ef-b4e5-0ba0611dceb3.png","Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-826","Where is Refresh in Manual Order, and what does it do?","Order Management > Manual Order","IMAGE CHECK NEEDED; IMAGE LINE CLEANUP","https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Blank hyperlink text points to https://printernoble.com/chatbot/uploads/1788407581_WERP_Q-780.png","Not fetched or visually verified; host unavailable. Confirm correct page, action, label, and eligible status before use."
"Q-826","Where is Refresh in Manual Order, and what does it do?","Order Management > Manual Order","IMAGE NEEDED","","Manual Order List with an eligible row's three-dot Action menu open and Refresh visible. Mask the receiver and tracking details.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-846","How do I find an answer in Help Center?","Help Center","IMAGE NEEDED","","Help Center with the search field and an expanded answer visible.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-855","How do I prepare a file for Add Product via Template?","Product Management > Product List","IMAGE NEEDED","","Add Products menu and template-upload dialog with the warehouse selector visible.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-865","How do I correct Quantity and Lock Quantity?","Inventory Management > Inventory List","IMAGE NEEDED","","Edit Inventory and Confirm Inventory Update dialogs with masked test SKU data.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-871","How do I receive fewer items than the inbound order expected?","Inventory Management > Inbound","IMAGE NEEDED","","Inbound Receive dialog showing expected quantity, actual quantity, discrepancy, and Notes.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-887","What is Shipping Wallet used for?","Order Management > Manual Order","IMAGE NEEDED","","Add Manual Order > Payment Information showing Shipping Wallet and Selected courier charge, with the balance masked if needed.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-891","How do I add tracking information after creating an order without courier?","Order Management > Manual Order","IMAGE NEEDED","","Self-arranged Manual Order Action menu and Update Delivery Information dialog, with customer information hidden.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
"Q-911","Does Receive Gift mean I am confirming that the parcel arrived?","Top-right account menu > My gift","IMAGE NEEDED","","Two separately labelled views: gift address form with Receive Gift, and Delivered gift with Confirm Received. Hide all personal address data.","Capture on hosted site with personal details masked; then insert a public URL under the answer."
